,id,code,date,open_weekly,close_weekly,high_weekly,low_weekly,total_vol,oi
4758,ABT20201106,ABT,2020-11-06,28.24,30.9,31.44,28.24,2.669999999996365,11.497257
4763,ABT20201113,ABT,2020-11-13,31.34,29.84,32.99,29.26,5.119999999996365,11.497257
4768,ABT20201120,ABT,2020-11-20,29.84,29.3,30.42,29.06,2.149999999996365,11.497257
4773,ABT20201127,ABT,2020-11-27,29.45,31.0,31.0,29.35,3.7099999999963647,11.497257
4778,ABT20201204,ABT,2020-12-04,31.0,30.03,31.0,30.03,1.6399999999963653,11.497257
4783,ABT20201211,ABT,2020-12-11,30.03,29.16,30.03,29.16,2.5099999999963654,11.497257
4788,ABT20201218,ABT,2020-12-18,28.97,30.47,31.0,28.97,0.9999999999963651,11.497257
4793,ABT20201225,ABT,2020-12-25,30.03,30.03,30.95,30.03,6.759999999996365,11.497257
4798,ABT20210104,ABT,2021-01-04,29.84,30.03,31.48,29.16,24.579999999996367,11.497257
4803,ABT20210111,ABT,2021-01-11,30.03,30.32,30.52,29.55,45.299999999996366,11.497257
4808,ABT20210118,ABT,2021-01-18,30.32,30.81,31.87,30.18,5.799999999996369,11.497257
4813,ABT20210125,ABT,2021-01-25,30.81,32.0,32.4,30.81,6.3999999999963695,11.497257
4818,ABT20210201,ABT,2021-02-01,32.0,32.4,32.4,30.0,3.6999999999963693,11.497257
4823,ABT20210208,ABT,2021-02-08,30.5,30.5,30.5,30.5,0.09999999999636913,11.497257
4828,ABT20210222,ABT,2021-02-22,30.5,30.6,32.5,30.5,1.7999999999963692,11.497257
4833,ABT20210301,ABT,2021-03-01,30.6,32.0,32.0,29.65,2.399999999996369,11.497257
4838,ABT20210308,ABT,2021-03-08,32.0,31.5,32.0,30.7,0.5999999999963692,11.497257
4843,ABT20210315,ABT,2021-03-15,30.0,31.8,32.2,30.0,20.09999999999637,11.497257
4848,ABT20210322,ABT,2021-03-22,31.1,31.4,33.0,30.2,4.899999999996371,11.497257
4855,ABT20210405,ABT,2021-04-05,30.15,30.4,31.0,30.15,8.09999999999637,11.497257
4860,ABT20210412,ABT,2021-04-12,30.4,30.2,30.8,29.8,12.799999999996372,11.497257
4865,ABT20210419,ABT,2021-04-19,30.8,32.0,32.0,29.6,5.999999999996371,11.497257
4870,ABT20210427,ABT,2021-04-27,32.0,32.0,32.2,32.0,0.19999999999637091,11.497257
4875,ABT20210506,ABT,2021-05-06,32.0,31.5,32.0,30.0,6.499999999996371,11.497257
4880,ABT20210513,ABT,2021-05-13,30.0,30.0,30.0,29.5,15.59999999999637,11.497257
4885,ABT20210520,ABT,2021-05-20,30.0,29.0,31.9,28.5,14.499999999996373,11.497257
4890,ABT20210527,ABT,2021-05-27,29.2,29.4,29.4,29.2,0.3999999999963709,11.497257
4895,ABT20210603,ABT,2021-06-03,29.4,31.1,31.1,29.0,0.6999999999963709,11.497257
4900,ABT20210610,ABT,2021-06-10,31.0,30.0,34.1,30.0,13.299999999996372,11.497257
4905,ABT20210617,ABT,2021-06-17,30.0,28.0,30.0,24.2,73.29999999999637,11.497257
4910,ABT20210624,ABT,2021-06-24,27.8,28.4,28.5,27.4,23.499999999996373,11.497257
4915,ABT20210701,ABT,2021-07-01,28.0,28.4,28.4,28.0,6.999999999996374,11.497257
4920,ABT20210708,ABT,2021-07-08,28.1,28.0,28.4,28.0,10.599999999996372,11.497257
4925,ABT20210715,ABT,2021-07-15,28.0,28.2,28.4,25.6,3.9999999999963727,11.497257
4930,ABT20210722,ABT,2021-07-22,26.5,27.1,28.1,25.0,7.999999999996374,11.497257
4935,ABT20210729,ABT,2021-07-29,27.5,27.0,27.6,25.9,2.8999999999963735,11.497257
4940,ABT20210805,ABT,2021-08-05,26.0,27.0,27.5,25.2,4.599999999996373,11.497257
4945,ABT20210812,ABT,2021-08-12,26.4,27.0,27.8,25.7,7.299999999996373,11.497257
4952,ACC20150109,ACC,2015-01-09,14.36,14.19,14.36,13.49,0.06999999999637357,10.0
4957,ACC20150116,ACC,2015-01-16,14.19,14.19,14.19,13.23,0.10999999999637357,10.0
4962,ACC20150123,ACC,2015-01-23,14.19,14.76,14.76,14.19,0.11999999999637356,10.0
4967,ACC20150130,ACC,2015-01-30,14.76,15.02,15.1,13.75,1.1099999999963737,10.0
4972,ACC20150206,ACC,2015-02-06,15.02,14.45,15.02,14.32,0.3899999999963736,10.0
4977,ACC20150213,ACC,2015-02-13,15.06,13.93,15.67,13.19,0.36999999999637356,10.0
4982,ACC20150302,ACC,2015-03-02,14.8,14.32,15.67,14.32,0.5699999999963736,10.0
4987,ACC20150309,ACC,2015-03-09,14.8,14.32,15.67,14.1,0.37999999999637357,10.0
4992,ACC20150316,ACC,2015-03-16,15.32,14.97,15.32,13.49,6.149999999996374,10.0
4997,ACC20150323,ACC,2015-03-23,14.02,14.28,14.36,13.45,1.4299999999963735,10.0
5002,ACC20150330,ACC,2015-03-30,13.49,14.32,14.32,13.32,0.6399999999963736,10.0
5007,ACC20150406,ACC,2015-04-06,13.58,13.1,14.28,13.1,1.3199999999963734,10.0
5012,ACC20150413,ACC,2015-04-13,13.58,13.45,13.58,12.67,0.14999999999637356,10.0
5017,ACC20150420,ACC,2015-04-20,13.45,13.93,13.93,12.67,0.13999999999637358,10.0
5022,ACC20150427,ACC,2015-04-27,13.8,14.36,15.02,13.49,2.9199999999963735,10.0
5027,ACC20150508,ACC,2015-05-08,15.23,14.8,15.23,13.32,0.27999999999637337,10.0
5032,ACC20150515,ACC,2015-05-15,14.8,14.76,14.8,14.28,0.04999999999637335,10.0
5037,ACC20150522,ACC,2015-05-22,14.76,13.06,14.76,12.67,0.36999999999637334,10.0
5042,ACC20150529,ACC,2015-05-29,13.19,13.49,14.8,13.06,4.799999999996373,10.0
5047,ACC20150605,ACC,2015-06-05,14.36,13.84,14.36,12.62,19.82999999999637,10.0
5052,ACC20150612,ACC,2015-06-12,13.49,14.02,14.02,12.88,11.379999999996372,10.0
5057,ACC20150619,ACC,2015-06-19,14.02,13.88,14.02,13.07,6.849999999996372,10.0
5062,ACC20150626,ACC,2015-06-26,13.07,12.84,13.55,12.84,4.499999999996373,10.0
5067,ACC20150703,ACC,2015-07-03,12.6,12.6,13.55,12.36,7.939999999996373,10.0
5072,ACC20150710,ACC,2015-07-10,12.6,13.07,13.55,12.36,3.319999999996372,10.0
5077,ACC20150717,ACC,2015-07-17,12.36,12.46,12.98,12.36,2.429999999996373,10.0
5082,ACC20150724,ACC,2015-07-24,12.36,12.74,12.84,12.27,6.809999999996373,10.0
5087,ACC20150731,ACC,2015-07-31,12.79,12.6,12.79,12.27,1.6299999999963728,10.0
5092,ACC20150807,ACC,2015-08-07,12.88,12.27,13.03,12.27,0.4499999999963727,10.0
5097,ACC20150814,ACC,2015-08-14,12.6,12.17,13.22,12.17,1.3199999999963727,10.0
5102,ACC20150821,ACC,2015-08-21,12.17,11.84,12.74,11.84,5.579999999996373,10.0
5107,ACC20150828,ACC,2015-08-28,11.84,12.46,12.69,11.03,22.879999999996375,10.0
5112,ACC20150907,ACC,2015-09-07,12.5,12.12,12.5,11.89,1.029999999996373,10.0
5117,ACC20150914,ACC,2015-09-14,12.12,12.17,12.17,11.84,0.16999999999637266,10.0
5122,ACC20150921,ACC,2015-09-21,12.22,12.22,12.22,11.51,1.0499999999963727,10.0
5127,ACC20150928,ACC,2015-09-28,12.22,12.08,12.22,12.08,0.1699999999963727,10.0
5132,ACC20151005,ACC,2015-10-05,12.08,12.65,12.65,12.08,1.0499999999963727,10.0
5137,ACC20151012,ACC,2015-10-12,13.5,12.79,13.5,12.36,8.009999999996372,10.0
5142,ACC20151019,ACC,2015-10-19,12.79,13.07,13.07,11.98,4.029999999996373,10.0
5147,ACC20151026,ACC,2015-10-26,13.07,12.6,13.07,11.74,8.609999999996372,10.0
5152,ACC20151102,ACC,2015-11-02,11.79,12.12,12.84,11.79,0.4599999999963727,10.0
5157,ACC20151109,ACC,2015-11-09,12.12,11.89,12.12,11.89,6.139999999996373,10.0
5162,ACC20151116,ACC,2015-11-16,11.89,11.84,12.08,11.65,1.7999999999963727,10.0
5167,ACC20151123,ACC,2015-11-23,12.27,11.65,12.27,11.41,16.659999999996373,10.0
5172,ACC20151130,ACC,2015-11-30,12.36,11.6,12.36,11.32,6.469999999996372,10.0
5177,ACC20151207,ACC,2015-12-07,11.65,11.84,11.89,11.32,0.3799999999963727,10.0
5182,ACC20151214,ACC,2015-12-14,11.65,11.32,11.65,11.32,0.8799999999963727,10.0
5187,ACC20151221,ACC,2015-12-21,11.84,11.89,11.89,10.55,18.539999999996375,10.0
5192,ACC20151228,ACC,2015-12-28,11.12,10.55,11.41,10.55,10.339999999996373,10.0
5197,ACC20160105,ACC,2016-01-05,10.51,10.79,11.55,10.22,11.279999999996374,10.0
5202,ACC20160112,ACC,2016-01-12,10.79,10.93,10.93,10.46,8.16999999999637,10.0
5207,ACC20160119,ACC,2016-01-19,10.93,10.93,10.93,10.22,5.529999999996372,10.0
5212,ACC20160126,ACC,2016-01-26,10.93,10.46,10.93,10.27,0.11999999999637269,10.0
5217,ACC20160202,ACC,2016-02-02,10.93,11.12,11.12,10.41,0.45999999999637264,10.0
5222,ACC20160216,ACC,2016-02-16,10.46,10.65,10.98,10.17,24.05999999999637,10.0
5227,ACC20160223,ACC,2016-02-23,10.65,11.36,11.41,10.6,32.45999999999637,10.0
5232,ACC20160301,ACC,2016-03-01,11.12,12.36,12.6,10.74,8.079999999996373,10.0
5237,ACC20160308,ACC,2016-03-08,11.89,12.22,12.36,11.41,5.059999999996372,10.0
5242,ACC20160315,ACC,2016-03-15,11.89,12.22,12.84,11.74,13.109999999996372,10.0
5247,ACC20160322,ACC,2016-03-22,12.69,13.17,13.31,12.08,27.949999999996372,10.0
5252,ACC20160329,ACC,2016-03-29,12.69,12.93,13.5,12.36,5.879999999996369,10.0
5257,ACC20160405,ACC,2016-04-05,12.98,12.84,12.98,12.65,15.859999999996369,10.0
5262,ACC20160412,ACC,2016-04-12,12.65,12.93,12.93,12.65,5.55999999999637,10.0
5267,ACC20160420,ACC,2016-04-20,12.93,13.17,13.55,12.79,5.239999999996369,10.0
5272,ACC20160427,ACC,2016-04-27,12.88,13.26,13.26,12.65,4.929999999996369,10.0
5277,ACC20160506,ACC,2016-05-06,12.88,13.98,14.02,12.88,6.749999999996369,10.0
5282,ACC20160513,ACC,2016-05-13,13.98,13.55,14.02,13.07,6.019999999996369,10.0
5287,ACC20160520,ACC,2016-05-20,13.07,13.74,13.93,13.07,29.969999999996368,10.0
5292,ACC20160527,ACC,2016-05-27,13.74,14.17,14.31,13.6,38.56999999999637,10.0
5297,ACC20160603,ACC,2016-06-03,14.17,13.49,14.74,13.49,35.42999999999637,10.0
5302,ACC20160610,ACC,2016-06-10,14.01,13.7,14.06,13.49,13.61999999999637,10.0
5307,ACC20160617,ACC,2016-06-17,13.7,13.65,14.01,13.65,8.06999999999637,10.0
5312,ACC20160624,ACC,2016-06-24,13.75,14.01,14.01,13.65,12.599999999996369,10.0
5317,ACC20160701,ACC,2016-07-01,14.01,14.17,14.17,13.75,11.949999999996368,10.0
5322,ACC20160708,ACC,2016-07-08,14.63,15.67,16.55,14.27,60.11999999999637,10.0
5327,ACC20160715,ACC,2016-07-15,15.67,15.57,16.09,14.89,27.45999999999637,10.0
5332,ACC20160722,ACC,2016-07-22,15.36,15.46,16.3,14.84,44.54999999999636,10.0
5337,ACC20160729,ACC,2016-07-29,15.57,15.21,15.57,14.27,10.149999999996366,10.0
5342,ACC20160805,ACC,2016-08-05,15.1,15.83,16.3,15.1,20.049999999996363,10.0
5347,ACC20160812,ACC,2016-08-12,15.57,16.09,16.5,15.46,38.96999999999636,10.0
5352,ACC20160819,ACC,2016-08-19,15.57,16.04,16.09,15.31,17.319999999996366,10.0
5357,ACC20160826,ACC,2016-08-26,15.57,15.78,16.19,15.31,10.619999999996365,10.0
5362,ACC20160905,ACC,2016-09-05,15.67,15.88,16.35,15.57,36.769999999996365,10.0
5367,ACC20160912,ACC,2016-09-12,15.83,16.92,17.59,15.57,77.56999999999636,10.0
5372,ACC20160919,ACC,2016-09-19,16.92,16.71,17.33,16.09,13.979999999996366,10.0
5377,ACC20160926,ACC,2016-09-26,16.45,16.55,17.39,15.72,10.149999999996366,10.0
5382,ACC20161003,ACC,2016-10-03,15.72,15.93,17.13,15.72,15.489999999996364,10.0
5387,ACC20161010,ACC,2016-10-10,16.61,16.3,16.61,15.36,6.499999999996366,10.0
5392,ACC20161017,ACC,2016-10-17,16.27,16.24,16.35,15.1,4.829999999996366,10.0
5397,ACC20161024,ACC,2016-10-24,15.83,15.57,16.19,15.1,10.999999999996366,10.0
5402,ACC20161031,ACC,2016-10-31,15.93,15.52,16.09,15.0,6.149999999996365,10.0
5407,ACC20161107,ACC,2016-11-07,15.05,14.38,15.72,14.38,10.969999999996364,10.0
5412,ACC20161114,ACC,2016-11-14,15.05,14.48,15.05,14.17,47.51999999999636,10.0
5422,ACC20161128,ACC,2016-11-28,14.79,15.05,15.15,14.17,31.289999999996365,10.0
5427,ACC20161205,ACC,2016-12-05,15.05,15.46,15.78,14.58,13.539999999996363,10.0
5432,ACC20161212,ACC,2016-12-12,14.58,15.41,15.41,14.58,0.779999999996362,10.0
5437,ACC20161219,ACC,2016-12-19,15.41,15.31,15.54,14.27,1.7799999999963623,10.0
5442,ACC20161226,ACC,2016-12-26,14.53,15.78,15.78,14.53,0.5399999999963621,10.0
5447,ACC20170103,ACC,2017-01-03,15.72,16.09,16.09,15.05,31.259999999996364,10.0
5452,ACC20170110,ACC,2017-01-10,16.09,15.57,16.61,15.05,39.12999999999636,10.0
5457,ACC20170117,ACC,2017-01-17,15.83,15.57,15.83,15.57,5.489999999996355,10.0
5462,ACC20170124,ACC,2017-01-24,15.83,15.78,15.83,15.31,1.1999999999963549,10.0
5467,ACC20170207,ACC,2017-02-07,15.83,15.83,16.3,15.31,10.759999999996355,10.0
5472,ACC20170214,ACC,2017-02-14,15.05,15.31,15.78,15.05,2.119999999996355,10.0
5477,ACC20170221,ACC,2017-02-21,15.52,15.21,15.57,14.84,3.769999999996355,10.0
5482,ACC20170228,ACC,2017-02-28,14.63,15.26,15.52,14.63,3.119999999996355,10.0
5487,ACC20170307,ACC,2017-03-07,15.0,15.21,15.41,14.69,5.519999999996355,10.0
5492,ACC20170314,ACC,2017-03-14,15.36,15.21,15.52,14.79,2.739999999996355,10.0
5497,ACC20170321,ACC,2017-03-21,15.21,15.41,15.57,14.84,9.039999999996356,10.0
5502,ACC20170328,ACC,2017-03-28,15.41,15.31,15.41,14.63,1.5899999999963548,10.0
5507,ACC20170404,ACC,2017-04-04,15.36,15.44,15.54,15.05,2.539999999996354,10.0
5512,ACC20170412,ACC,2017-04-12,14.66,15.05,15.57,14.35,18.85999999999635,10.0
5517,ACC20170419,ACC,2017-04-19,15.05,14.22,15.05,13.49,17.339999999996355,10.0
5522,ACC20170426,ACC,2017-04-26,14.32,14.5,14.74,13.75,2.599999999996355,10.0
5527,ACC20170505,ACC,2017-05-05,14.5,12.97,14.5,12.51,50.33999999999635,10.0
5532,ACC20170512,ACC,2017-05-12,13.26,13.31,13.49,12.45,21.829999999996353,10.0
5537,ACC20170519,ACC,2017-05-19,13.31,13.18,13.49,12.97,9.799999999996354,10.0
5542,ACC20170526,ACC,2017-05-26,13.34,13.34,13.49,12.97,15.169999999996355,10.0
5547,ACC20170602,ACC,2017-06-02,13.44,13.49,13.75,12.87,9.319999999996355,10.0
5552,ACC20170609,ACC,2017-06-09,13.49,13.49,13.6,13.18,18.349999999996356,10.0
5557,ACC20170616,ACC,2017-06-16,13.65,13.65,13.65,12.97,16.849999999996353,10.0
5562,ACC20170623,ACC,2017-06-23,13.49,14.17,14.27,13.49,32.64999999999635,10.0
5567,ACC20170630,ACC,2017-06-30,14.27,15.0,15.0,13.7,27.03999999999635,10.0
5572,ACC20170707,ACC,2017-07-07,14.89,14.39,14.89,13.78,7.669999999996353,10.0
5577,ACC20170714,ACC,2017-07-14,14.5,14.39,14.53,14.31,2.149999999996353,10.0
5582,ACC20170721,ACC,2017-07-21,14.58,14.45,14.95,13.83,2.3199999999963534,10.0
5587,ACC20170728,ACC,2017-07-28,14.45,14.45,14.45,13.89,2.969999999996353,10.0
5592,ACC20170804,ACC,2017-08-04,14.39,14.39,14.56,13.78,4.409999999996353,10.0
5597,ACC20170811,ACC,2017-08-11,14.56,14.28,14.56,13.78,1.6399999999963533,10.0
5602,ACC20170818,ACC,2017-08-18,13.67,14.39,14.45,13.67,1.1899999999963533,10.0
5607,ACC20170825,ACC,2017-08-25,13.89,14.22,14.28,12.95,2.129999999996353,10.0
5612,ACC20170901,ACC,2017-09-01,14.22,13.06,14.28,12.92,3.5399999999963536,10.0
5617,ACC20170911,ACC,2017-09-11,13.06,13.72,13.95,12.95,3.359999999996353,10.0
5622,ACC20170918,ACC,2017-09-18,13.83,13.83,13.89,13.0,2.9199999999963535,10.0
5627,ACC20170925,ACC,2017-09-25,13.78,13.67,13.89,13.33,3.8899999999963533,10.0
5632,ACC20171002,ACC,2017-10-02,13.11,13.45,13.83,13.06,1.9099999999963537,10.0
5637,ACC20171009,ACC,2017-10-09,13.0,13.56,13.78,12.95,6.529999999996353,10.0
5642,ACC20171016,ACC,2017-10-16,13.5,13.86,14.11,13.5,1.1699999999963537,10.0
5647,ACC20171023,ACC,2017-10-23,13.06,13.39,14.11,12.78,9.369999999996354,10.0
5652,ACC20171030,ACC,2017-10-30,12.78,12.5,13.28,12.5,9.539999999996354,10.0
5657,ACC20171106,ACC,2017-11-06,13.17,13.33,13.33,12.56,9.989999999996353,10.0
5662,ACC20171113,ACC,2017-11-13,12.47,13.17,13.28,12.17,14.539999999996354,10.0
5667,ACC20171120,ACC,2017-11-20,13.06,12.28,13.06,12.06,15.489999999996352,10.0
5672,ACC20171127,ACC,2017-11-27,12.22,12.11,12.45,11.67,23.999999999996355,10.0
5677,ACC20171204,ACC,2017-12-04,12.06,12.17,12.78,11.83,20.759999999996353,10.0
5682,ACC20171211,ACC,2017-12-11,11.95,11.83,11.95,11.5,22.419999999996353,10.0
5687,ACC20171218,ACC,2017-12-18,11.83,11.5,11.83,11.11,19.62999999999635,10.0
5692,ACC20171225,ACC,2017-12-25,11.5,11.22,11.5,11.11,13.339999999996353,10.0
5697,ACC20180102,ACC,2018-01-02,11.22,11.17,11.67,11.11,6.949999999996352,10.0
5702,ACC20180109,ACC,2018-01-09,11.17,11.22,11.39,11.11,4.009999999996353,10.0
5707,ACC20180116,ACC,2018-01-16,11.5,11.61,11.61,11.28,8.049999999996354,10.0
5712,ACC20180125,ACC,2018-01-25,11.53,11.22,11.61,11.11,9.199999999996352,10.0
5717,ACC20180201,ACC,2018-02-01,11.28,11.11,11.61,11.11,10.099999999996351,10.0
5722,ACC20180208,ACC,2018-02-08,11.11,10.83,11.33,10.39,10.10999999999635,10.0
5727,ACC20180222,ACC,2018-02-22,10.83,11.89,12.39,10.78,2.4399999999963513,10.0
5732,ACC20180301,ACC,2018-03-01,11.95,11.17,11.95,11.11,1.5299999999963516,10.0
5737,ACC20180308,ACC,2018-03-08,11.39,11.78,12.17,10.95,10.399999999996352,10.0
5742,ACC20180315,ACC,2018-03-15,11.78,11.67,12.22,11.11,22.049999999996352,10.0
5747,ACC20180322,ACC,2018-03-22,11.67,11.39,11.67,11.33,3.3999999999963517,10.0
5752,ACC20180329,ACC,2018-03-29,11.39,11.39,11.39,11.39,2.589999999996351,10.0
5757,ACC20180405,ACC,2018-04-05,11.39,11.33,11.95,11.17,1.4099999999963513,10.0
5762,ACC20180412,ACC,2018-04-12,11.33,11.17,11.33,11.11,6.439999999996352,10.0
5767,ACC20180419,ACC,2018-04-19,11.17,11.67,11.67,10.33,0.7099999999963513,10.0
5772,ACC20180427,ACC,2018-04-27,11.56,11.33,11.56,10.67,0.3699999999963514,10.0
5777,ACC20180508,ACC,2018-05-08,11.95,11.11,12.11,10.83,2.2599999999963516,10.0
5782,ACC20180515,ACC,2018-05-15,11.17,11.17,11.22,11.0,0.8599999999963515,10.0
5787,ACC20180522,ACC,2018-05-22,11.17,11.17,11.22,11.17,7.519999999996352,10.0
5792,ACC20180529,ACC,2018-05-29,11.17,10.83,11.17,10.61,0.5599999999963513,10.0
5797,ACC20180605,ACC,2018-06-05,11.03,11.39,11.39,11.03,3.9999999999963514,10.0
5802,ACC20180612,ACC,2018-06-12,11.39,11.55,12.15,11.08,13.309999999996352,10.0
5807,ACC20180619,ACC,2018-06-19,11.55,10.76,11.67,10.76,3.3199999999963525,10.0
5812,ACC20180626,ACC,2018-06-26,10.94,10.94,11.55,10.94,2.3299999999963523,10.0
5817,ACC20180703,ACC,2018-07-03,10.79,10.94,11.06,10.79,6.999999999996351,10.0
5822,ACC20180710,ACC,2018-07-10,10.88,10.88,10.94,10.88,4.299999999996353,10.0
5827,ACC20180717,ACC,2018-07-17,10.88,11.06,11.06,10.88,8.369999999996352,10.0
5832,ACC20180724,ACC,2018-07-24,10.94,11.12,11.12,10.88,1.319999999996352,10.0
5837,ACC20180731,ACC,2018-07-31,10.94,10.88,10.94,10.39,2.359999999996352,10.0
5842,ACC20180807,ACC,2018-08-07,10.88,10.85,10.88,10.76,0.21999999999635225,10.0
5847,ACC20180814,ACC,2018-08-14,10.85,10.94,10.94,10.45,0.8299999999963522,10.0
5852,ACC20180821,ACC,2018-08-21,10.66,10.94,11.06,10.51,0.17999999999635224,10.0
5857,ACC20180828,ACC,2018-08-28,10.7,10.94,10.94,10.63,0.23999999999635224,10.0
5862,ACC20180905,ACC,2018-09-05,10.94,11.42,11.55,10.82,4.259999999996352,10.0
5867,ACC20180912,ACC,2018-09-12,11.42,11.52,11.64,10.63,4.319999999996352,10.0
5872,ACC20180919,ACC,2018-09-19,11.06,11.55,11.55,11.06,3.8199999999963525,10.0
5877,ACC20180926,ACC,2018-09-26,11.55,11.55,11.55,11.24,1.5999999999963521,10.0
5882,ACC20181003,ACC,2018-10-03,11.55,11.24,11.55,10.94,2.639999999996352,10.0
5887,ACC20181010,ACC,2018-10-10,11.24,11.42,11.42,11.24,1.299999999996352,10.0
5892,ACC20181017,ACC,2018-10-17,11.55,11.12,11.55,10.94,9.919999999996351,10.0
5897,ACC20181024,ACC,2018-10-24,11.12,11.42,11.42,11.12,0.26999999999635227,10.0
5902,ACC20181031,ACC,2018-10-31,11.42,11.33,11.42,10.63,9.889999999996352,10.0
5907,ACC20181107,ACC,2018-11-07,11.03,11.42,11.42,11.03,6.879999999996353,10.0
5912,ACC20181114,ACC,2018-11-14,11.42,11.39,11.42,11.3,5.179999999996353,10.0
5917,ACC20181121,ACC,2018-11-21,11.49,11.42,11.55,10.94,3.049999999996353,10.0
5922,ACC20181128,ACC,2018-11-28,11.42,11.58,11.58,11.36,3.6599999999963533,10.0
5927,ACC20181205,ACC,2018-12-05,11.58,12.46,13.13,11.58,24.099999999996353,10.0
5932,ACC20181212,ACC,2018-12-12,12.31,13.07,13.07,12.15,2.1599999999963533,10.0
5937,ACC20181219,ACC,2018-12-19,12.15,12.46,13.31,11.91,22.899999999996353,10.0
5942,ACC20181226,ACC,2018-12-26,12.15,13.25,13.31,12.15,1.2299999999963533,10.0
5947,ACC20190104,ACC,2019-01-04,13.25,12.46,13.67,12.46,21.129999999996354,10.0
5952,ACC20190111,ACC,2019-01-11,11.73,12.46,13.49,11.73,0.5299999999963532,10.0
5957,ACC20190118,ACC,2019-01-18,11.67,13.19,13.37,11.67,2.809999999996353,10.0
5962,ACC20190125,ACC,2019-01-25,13.07,12.46,13.79,12.4,8.739999999996353,10.0
5967,ACC20190201,ACC,2019-02-01,13.07,13.03,13.25,12.28,11.069999999996352,10.0
5972,ACC20190215,ACC,2019-02-15,13.03,12.76,13.67,12.73,7.919999999996353,10.0
5977,ACC20190222,ACC,2019-02-22,13.37,13.0,14.04,12.46,10.179999999996355,10.0
5982,ACC20190301,ACC,2019-03-01,13.67,13.22,13.67,12.73,5.019999999996354,10.0
5987,ACC20190308,ACC,2019-03-08,13.22,13.22,13.37,13.22,2.1799999999963533,10.0
5992,ACC20190315,ACC,2019-03-15,13.22,13.28,13.37,12.82,1.4799999999963531,10.0
5997,ACC20190322,ACC,2019-03-22,13.13,12.94,13.37,12.15,3.359999999996353,10.0
6002,ACC20190329,ACC,2019-03-29,12.18,13.19,13.31,12.15,8.039999999996352,10.0
6007,ACC20190405,ACC,2019-04-05,13.19,11.88,13.31,11.55,21.879999999996354,10.0
6012,ACC20190412,ACC,2019-04-12,11.88,11.64,12.52,11.24,21.10999999999635,10.0
6017,ACC20190422,ACC,2019-04-22,11.64,11.82,11.85,11.36,15.149999999996353,10.0
6022,ACC20190502,ACC,2019-05-02,11.55,11.76,11.85,10.88,1.5399999999963514,10.0
6027,ACC20190509,ACC,2019-05-09,11.76,12.21,12.7,11.55,16.02999999999635,10.0
6032,ACC20190516,ACC,2019-05-16,12.21,11.55,12.21,11.52,3.1999999999963515,10.0
6037,ACC20190523,ACC,2019-05-23,11.55,12.15,12.4,11.55,7.7499999999963505,10.0
6042,ACC20190530,ACC,2019-05-30,12.24,12.64,12.64,11.67,3.519999999996351,10.0
6047,ACC20190606,ACC,2019-06-06,12.43,11.61,12.64,11.55,16.229999999996352,10.0
6052,ACC20190613,ACC,2019-06-13,12.21,12.64,12.64,11.64,0.30999999999635136,10.0
6057,ACC20190620,ACC,2019-06-20,12.64,12.43,12.64,11.79,0.16999999999635135,10.0
6062,ACC20190627,ACC,2019-06-27,12.46,12.09,12.46,11.97,39.789999999996354,10.0
6067,ACC20190704,ACC,2019-07-04,12.09,12.46,12.7,11.79,9.55999999999635,10.0
6072,ACC20190711,ACC,2019-07-11,12.67,12.7,12.76,12.24,17.939999999996353,10.0
6077,ACC20190718,ACC,2019-07-18,12.64,12.85,12.91,12.58,11.279999999996352,10.0
6082,ACC20190725,ACC,2019-07-25,12.85,13.01,13.24,12.38,0.4199999999963531,10.0
6087,ACC20190801,ACC,2019-08-01,12.65,13.04,13.04,12.51,0.10999999999635314,10.0
6092,ACC20190808,ACC,2019-08-08,12.15,13.01,13.84,12.15,2.4299999999963533,10.0
6097,ACC20190815,ACC,2019-08-15,12.88,13.41,13.44,12.88,1.3199999999963532,10.0
6102,ACC20190822,ACC,2019-08-22,13.41,12.98,13.41,12.15,0.6499999999963532,10.0
6107,ACC20190829,ACC,2019-08-29,12.45,12.98,12.98,12.15,0.09999999999635314,10.0
6112,ACC20190906,ACC,2019-09-06,12.91,12.71,13.64,12.18,2.109999999996353,10.0
6117,ACC20190913,ACC,2019-09-13,12.85,13.51,13.51,11.85,2.7399999999963534,10.0
6122,ACC20190920,ACC,2019-09-20,12.58,12.65,13.48,11.98,2.0999999999963532,10.0
6127,ACC20190927,ACC,2019-09-27,13.31,13.11,13.31,12.85,0.18999999999635314,10.0
6132,ACC20191004,ACC,2019-10-04,13.11,13.14,13.31,12.41,0.25999999999635315,10.0
6137,ACC20191011,ACC,2019-10-11,13.98,14.64,14.64,13.84,0.10999999999635314,10.0
6142,ACC20191018,ACC,2019-10-18,14.64,14.58,14.64,13.64,0.2899999999963531,10.0
6147,ACC20191025,ACC,2019-10-25,14.58,13.64,14.64,13.31,9.529999999996354,10.0
6152,ACC20191101,ACC,2019-11-01,13.31,13.31,14.24,12.65,9.299999999996352,10.0
6157,ACC20191108,ACC,2019-11-08,12.45,12.61,13.18,12.18,19.699999999996354,10.0
6162,ACC20191115,ACC,2019-11-15,12.25,12.31,13.08,12.08,4.579999999996353,10.0
6167,ACC20191122,ACC,2019-11-22,12.31,12.45,12.65,11.58,2.3899999999963533,10.0
6172,ACC20191129,ACC,2019-11-29,11.71,12.48,12.51,11.71,0.10999999999635313,10.0
